listing_id,branch_id,agent_address,agent_postcode,short_description,description,property_id,property_type,address,price_min,price_max,latitude,longitude,lad20cd,lad20nm
44984932,"[""8168""]","[""31 Belgrave Road, Pimlico""]","[""SW1V 1RB""]","A spacious three double bedroom split level apartment with private courtyard garden. The apartment is situated moments from Pimlico Tube Station making transport most convenient, whilst amenities can be found nearby on Warwick Way and Wilton Road.","A spacious three double bedroom split level apartment with private courtyard garden. The apartment is situated moments from Pimlico Tube Station making transport most convenient, whilst amenities can be found nearby on Warwick Way and Wilton Road.",31097076,Maisonette,"[""Vauxhall Bridge Road, London SW1V""]",550,550,51.490288,-0.133525,E09000033,Westminster
49698993,"[""33507""]","[""11 High Street, New Malden""]","[""KT3 4DQ""]","*newly redecorated* A substantial five bedroom semi-detached house with generous living space. There is a lovely rear garden and the house has off-street parking as well as a garage. Located in Coombeside, convenient for schools...","*newly redecorated* A substantial semi-detached house with two reception rooms plus a well fitted kitchen/breakfast room and five bedrooms arranged over the first and second floors. Additionally, there are two bathrooms and an en suite shower room plus a ground floor WC. There is a lovely rear garden and the house has off-street parking as well as a garage. Beautiful garden with gardener included! Located in Coombeside, convenient for Coombe Hill Primary School as well as Coombe Girls School. Available now and unfurnished. EPC rating D.NoticeAll photographs are provided for guidance only.",11769965,Semi-detached house,"[""Buxton Drive, New Malden KT3""]",623,623,51.411682,-0.262682,E09000021,Kingston upon Thames
47506867,"[""54584""]","[""39 Great Windmill Street""]","[""W1D 7LX""]","A fantastic home with a vast amount of well planned flexible accommodation, this is divided over three floors and includes; a fabulous Through lounge living area encompassing the Massive kitchen a... ** Property Reference: 381790 **","Property Reference: 381790.A fantastic home with a vast amount of well planned flexible accommodation, this is divided over three floors and includes; a fabulous Through lounge living area encompassing the Massive kitchen and dining room, 4 bedrooms, . The rear garden is a good size and has lawn . To the front is a lovely quiet residential area.LocationThis is a highly prestigious location ideally placed for access to Manor Parks's highly regarded schools.The charming High Street with many restaurants and coffee shops, along with the train station are within easy walking distance, for those looking for Motorway access M11 and A406 are a short drive away.This is a rare opportunity to rent a unique home. If you are looking for a Family home, high specification home you will not be disappointed.Living AreaKitchen / Family Room4 Double BedroomEntrance HallRear Garden2 BathroomsSchools earbySummary & Exclusions:- Rent Amount: £1,900.00 per month (£438.46 per week)- Deposit / Bond: £1,900.00- 4 Bedrooms- 3 Bathrooms- Property comes furnished- Available to move in from 08 May, 2018- Minimum tenancy term is 6 months- Maximum number of tenants is 8- DSS enquiries welcome- Students welcome to enquire- Pets considered / by arrangement- Smokers considered- Family Friendly- Bills not included- Property has parking- Property has garden access- EPC Rating: Currently Being Obtained If calling, please quote reference: 381790 Fees:You will not be charged any admin fees.Referencing for tenants only costs £20 each, if requested by the landlord for this property.** Contact today to book a viewing and have the landlord show you round! **Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.OpenRent endeavours to make all property particulars as accurate and reliable as possible, however if you require any further clarification or information please contact us. When applying for a tenancy using the Rent Now process, you will be required to pay one month's rent and any deposit before moving in. This will be paid to OpenRent and released to the landlord once you have moved in. With OpenRent there are no administration fees to pay, although you may need to pay £20 per tenant to cover the cost of referencing if required by the landlord.",7822618,Terraced house,"[""Fourth Avenue, London E12""]",438,438,51.549816,0.055454,E09000025,Newham
49056591,"[""2074""]","[""174 Lavender Hill, Battersea, London""]","[""SW11 5TG""]","A charming &amp; light part furnished first floor flat conveniently situated in a quiet road close to Lavender Hill. Reception room, fitted kitchen with small balcony, double bedroom, dining room/second bedroom &amp; bathroom with shower. Excellent transport links at Clapham Junction rail station.","  A charming & light part furnished first floor flat in this quiet pedestrian road conveniently situated close to Lavender Hill in Battersea. The accommodation comprises of a reception room, separate fitted kitchen with small balcony, double bedroom with a good range of fitted cupboards, dining room/second bedroom & bathroom with shower. Excellent transport links at Clapham Junction rail station together with good local shops, bars & restaurants closeby.",23259356,Flat,"[""Town Hall Road, Battersea, London SW11""]",395,395,51.46599,-0.160877,E09000032,Wandsworth
45715331,"[""81689""]","[""8 Kensington Park Road, London""]","[""W2 6NE""]","White Knight Estates are delighted to present this newly refurbished flat comprising 2 x bedrooms, 1 x bathroom flat set within this fantastic, sought after and convenient location.","This fantastic two bedroom flat arranged over the fourth floor benefits from spacious rooms throughout, open plan kitchen with lounge /dining room. The flat is very close to the town centre, with all its excellent transport, schools, shopping and leisure facilities, which are within easy reach, as is Elephant & Castle Underground station (Northen & Bakerloo lines) and Denmark Hill Station (National rail).",20912313,Flat,"[""Camberwell Road, London SE5""]",312,312,51.479996,-0.094672,E09000028,Southwark
47856350,"[""83849""]","[""Docklands Business Centre, London""]","[""E14 8PX""]","Modern bright and airy one double bedroom apartment set in one of East London's finest development called Caspian Wharf, Bow, E3.","Modern bright and airy one double bedroom apartment set in one of East London's finest development called Caspian Wharf, Bow, E3.This well-designed and larger than normal apartment set on the 3rd floor comprises an open plan reception room with floor-to-ceiling windows leading out to a private east facing balcony which is overlooking the court yard. A fully fitted modern kitchen with white-gloss cabinets and tiled floor. A large bedroom with a 3 piece modern bathroom which is fully tiled and finished to a high standard.Great location in Bow, E3 which offers a selection of shops, local market and Tesco's built into the development for your convenience. However Canary Wharf and Stratford Westfield's Shopping Centres are a short journey away, offering an array of lively bars, many popular restaurants, cafes and much more...This property is within short walking distance to Devon's Road & Langdon Park DLR stations, which offers services to Canary Wharf and Shopping Cities in less than ten minutes, 20 minutes away from London City.Ideal for first time buyers, students or professionals looking for a quick and convenient commute and buy to let investors.",30794273,Flat,"[""15 Seven Sea Gardens, Bow, London E3,""]",300,310,51.51939,-0.015956,E09000030,Tower Hamlets
48540433,"[""30972""]","[""35 Berkeley Square, Mayfair, London""]","[""W1J 5BT""]","<p class=""top"">Stunning two-bedroom apartment in the stylish Latitude House. The apartment comprises a large open plan kitchen/reception, master bedroom with a modern bathroom suite, second bedroom and family bathroom.The property is finished with the highest quality natural materials. For doors, the subtle graining of walnut timber has been used, to catch the natural light coming through the floorto-ceiling windows, creating a simple, warm feel to the interiors.  Bathroom floor is in limestone and the walls are set in stylish frosted white glass with backlit mirrors. Bright, practical kitchen is finished with white lacquered units with integrated appliances and a large balcony. Latitude House benefits from neighbouring Regents Park, with Camden Town also close by.</p><p class=""top"">You may download, store and use the material for your own personal use and research. You may not republish, retransmit, redistribute or otherwise make the material available to any party or make the same available on any website, online service or bulletin board of your own or of any other party or make the same available in hard copy or in any other media without the website owner's express prior written consent. The website owner's copyright must remain on all reproductions of material taken from this website.</p>","Stunning two-bedroom apartment in the stylish Latitude House. The apartment comprises a large open plan kitchen/reception, master bedroom with a modern bathroom suite, second bedroom and family bathroom.The property is finished with the highest quality natural materials. For doors, the subtle graining of walnut timber has been used, to catch the natural light coming through the floorto-ceiling windows, creating a simple, warm feel to the interiors.Bathroom floor is in limestone and the walls are set in stylish frosted white glass with backlit mirrors. Bright, practical kitchen is finished with white lacquered units with integrated appliances and a large balcony. Latitude House benefits from neighbouring Regents Park, with Camden Town also close by.You may download, store and use the material for your own personal use and research. You may not republish, retransmit, redistribute or otherwise make the material available to any party or make the same available on any website, online service or bulletin board of your own or of any other party or make the same available in hard copy or in any other media without the website owner's express prior written consent. The website owner's copyright must remain on all reproductions of material taken from this website.",17168961,Flat,"[""Latitude House, Oval Road, Regents Park, London NW1""]",650,690,51.53729,-0.146339,E09000007,Camden
33827935,"[""9127""]","[""40 Connaught Street, London""]","[""W2 2AB""]","A spacious two double bedroom light and bright apartment located on the 4th floor of the secure portered build. The property comprises large reception with wood floors, fully fitted kitchen and ample storage space. Long let","A spacious two double bedroom light and bright apartment situated on the 4th floor of a secure portered development in Connaught Village.Located close to amenities and transport links of Paddington, Marble Arch and Edgware stations, the apartment offers excellent living space, a well sized kitchen, two double bedrooms and a family bathroom. The apartment further benefits of wood flooring and great storage space, a lift and 24/7 concierge.",25003324,Flat,"[""Devonport, Southwick Street, Hyde Park, London W2""]",535,550,51.516094,-0.170059,E09000033,Westminster
46764426,"[""29887""]","[""298 Gray's Inn Road, London""]","[""WC1X 8DX""]","<p class=""top"">Carter Reeves is proud to present this amazing 2 bedroom flat with no lounge located walking distance to Kings Cross.  This ground floor property is fully furnished, has a modern kitchen with modern appliances and comes with wooden flooring throughout. The current lounge has been converted as second bedroom but also can be reverted back, furthermore the corridor is large in size and has a dining table for communal space. This property will be perfect for students.  The apartment is suitable for students, professionals and couples and is located on a quiet street, yet only a few minutes' walk to London Kings Cross tube and over ground stations offering outstanding connections to outside of London and Europe with the Euro star.  Our Tennant Fees will be reduced for this property - Please call Carter Reeves for viewings. Please call our Lettings Team for viewings.</p>","Carter Reeves is proud to present this amazing 2 bedroom flat with no lounge located walking distance to Kings Cross.This ground floor property is fully furnished, has a modern kitchen with modern appliances and comes with wooden flooring throughout. The current lounge has been converted as second bedroom but also can be reverted back, furthermore the corridor is large in size and has a dining table for communal space. This property will be perfect for students.The apartment is suitable for students, professionals and couples and is located on a quiet street, yet only a few minutes' walk to London Kings Cross tube and over ground stations offering outstanding connections to outside of London and Europe with the Euro star.Our Tennant Fees will be reduced for this property - Please call Carter Reeves for viewings.Please call our Lettings Team for viewings.",25458431,Flat,"[""Loxham Street, London WC1H""]",369,392,51.52819,-0.121768,E09000007,Camden
45269073,"[""3938""]","[""16 Lambton Place, Notting Hill, London""]","[""W11 2SH""]","Delightful four storey terraced house located in the centre of the very sought after Hillgate Village. The property consists of a bright reception room, separate kitchen and two double bedrooms (both en-suite). (contd...)","Delightful four storey terraced house located in the centre of the very sought after Hillgate Village. The property consists of a bright reception room, separate kitchen and two double bedrooms (both en-suite). Offered in excellent condition the property is also located moments away from the shops, restaurants and transport links of Notting Hill Gate and Kensington.",25108935,Terraced house,"[""Hillgate Street, Notting Hill W8""]",850,850,51.5081,-0.197744,E09000020,Kensington and Chelsea
47225140,"[""73871""]","[""43 Willesden Lane, London""]","[""NW6 7RF""]","*double room in A shared house* *recently refurbished* *£500 for A single person, £600 for A couple* *all bills + wifi included* *non smokers* *call now to view*","Description*double room in A shared house**recently refurbished**£500 for single person, £600 for A couple**all bills + wifi included**non smokers**call now to view*London Golden Key is delighted to present to the market this fantastic double bedroom in a shared house located close to Colindale Station. Asda and sainsburys at 5-10 mins walking distance. Also within walking distance to Costcutter, Post Office, Lloyds and Barclays Bank and local restaurants. Bus Routes, 32,142,204,324,83,183 and night buses N5, N16 within 5 mins walking distance.Please contact onYashar: Mohammad: Office Landline: RegardsLondon Golden Key",17296631,Studio,"[""Colin Park Road, Colindale NW9""]",115,115,51.589874,-0.251879,E09000003,Barnet
41804981,"[""35919""]","[""3-5 Globe Road, London""]","[""E1 4DT""]",Description coming shortly,"Detailed DescriptionThis is a modern double room single use, well-presented totally furnished.* Nice double room for one person only.* This property is to be shared by maximum 6 people.* Fully fitted Kitchen and 1 common bathroom.* All bills inclusive - council tax, water, electricity & gas (subject to usage)* Free Internet.* Free cleaning service.* 24/7 Maintenance & emergency Line.* Near station (bus, tube)-few mins away from station.* Nice and friendly roommates.",7614896,Studio,"[""Jamaica Street, Whitechapel E1""]",165,165,51.518684,-0.049384,E09000030,Tower Hamlets
48103843,"[""15372""]","[""34 - 36 Lowlands Road, Harrow""]","[""HA1 3AT""]",Rouge Property Harrow is delighted to offer this brand new luxury one bedroom eighth floor apartment situated in a sought after development in the heart of Harrow. The property is conveniently located within walking distance to Harrow Metropolitan Line Station and local shopping facilities. The...,"Rouge Property Harrow is delighted to offer this brand new luxury one bedroom eighth floor apartment situated in a sought after development in the heart of Harrow. The property is conveniently located within walking distance to Harrow Metropolitan Line Station and local shopping facilities. The accommodation comprises: Entrance hallway, one bedroom, one bathroom and an open plan lounge/kitchen. Viewings come strongly advised by an appointment only basis. Available now.Second FloorBedroomBathroomReceptionKitchen",31918228,Flat,"[""Bradstowe House, Headstone Road, Harrow, Middlesex HA1""]",317,317,51.580692,-0.34075,E09000015,Harrow
49851656,"[""83284""]","[""22 Ashley Gardens, Palmers Green, London""]","[""N13 5EW""]","Recently refurbished 2 bedroom, 2 bathroom ground floor garden flat with off street parking, situated in Muswell Hill. The property is situated a short walk from Muswell hill Broadway, all shopping amenities and transport links.","Chris Michaels are pleased to offer for rent, this recently refurbished 2 bedroom, 2 bathroom ground floor garden flat situated in Muswell Hill. The property is situated a short walk from Muswell hill Broadway, all shopping amenities and transport links. Internally, the property offers 2 double bedrooms, a separate lounge, a large fully fitted kitchen/diner, 2 bathrooms and a large rear garden. There is also off street parking for 1 vehicle. Must be seen!",15163487,Flat,"[""Wilton Road, Muswell Hill N10""]",370,370,51.598873,-0.149507,E09000003,Barnet
47212437,"[""54123""]","[""34 High Street, Northwood""]","[""HA6 1BN""]","<p class=""top"">We are proud to present to the market this spacious top floor apartment conveniently located in Pinner within walking distance of Northwood Hills Train Station (Metropolitan Line) and High Street. The property comprises; large lounge, two double bedrooms, fitted kitchen with white goods and a tiled family bathroom. Other benefits include gas central heating and double glazing.  Available immediately and offered furnished or unfurnished.</p>","We are proud to present to the market this spacious top floor apartment conveniently located in Pinner within walking distance of Northwood Hills Train Station (Metropolitan Line) and High Street. The property comprises; large lounge, two double bedrooms, fitted kitchen with white goods and a tiled family bathroom. Other benefits include gas central heating and double glazing.Available immediately and offered furnished or unfurnished.",10224719,Flat,"[""Haydon Drive, Pinner HA5""]",288,288,51.59252,-0.406814,E09000017,Hillingdon
42916183,"[""32280""]","[""22 St. Johns Road, Isleworth""]","[""TW7 6NW""]","A luxury studio apartment – 33 sq M - This property comprises of spacious studio area/kitchen, the stunning kitchen comes with integrated appliances which include fridge, washing machine, oven &amp; microwave. A ceramic tiled modern shower room with heated towel rail completes this apartment. Ben...","A luxury studio apartment – 33 sq M - This property comprises of spacious studio area/kitchen, the stunning kitchen comes with integrated appliances which include fridge, washing machine, oven & microwave. A ceramic tiled modern shower room with heated towel rail completes this apartment. Benefits also include excellent transport links, video entry phone and double glazed windows. Available now!Property Ref:148_1993_4349694",24891506,Studio,"[""242 Bath Road, Harlington, Hayes, Greater London UB3""]",196,196,51.4814,-0.44652,E09000017,Hillingdon
34978089,"[""4243""]","[""53-55 Balham Hill, Balham, London""]","[""SW12 9DR""]",A stunning first floor Victorian conversion flat overlooking Clapham Common.,"A stunning first floor Victorian conversion flat overlooking Clapham Common. The flat boasts well balanced accommodation and a private roof terrace. Comprising an open-plan reception room with dining space and a modern fitted kitchen with a breakfast bar, two double bedrooms, an en-suite shower room and a modern bathroom. The property is located within a five minute walk of Clapham South Underground station and within close proximity of the amenities local to Clapham Common and Abbeville Village.",23154142,Flat,"[""Clapham Common South Side, Clapham, London SW4""]",450,450,51.454277,-0.145703,E09000022,Lambeth
49475001,"[""4825""]","[""435 Bethnal Green Road, Bethnal Green, London""]","[""E2 0AN""]","<p class=""top"">Lloyds Residential are pleased to present to the market this spacious period property positioned in a quiet residential turning yet within a short walking distance of Plaistow tube station! The property consists of three double bedrooms (one on the ground floor) modern fitted kitchen, ground floor bathroom, large lounge with stripped wood flooring leading to spacious conservatory. The first floor provides two double bedrooms and a generous shower room. There is also a good sized rear garden and side access. Suited to either professional sharers or family please call now to arrange viewing!</p>","Lloyds Residential are pleased to present to the market this spacious period property positioned in a quiet residential turning yet within a short walking distance of Plaistow tube station! The property consists of three double bedrooms (one on the ground floor) modern fitted kitchen, ground floor bathroom, large lounge with stripped wood flooring leading to spacious conservatory. The first floor provides two double bedrooms and a generous shower room. There is also a good sized rear garden and side access. Suited to either professional sharers or family please call now to arrange viewing!",7833991,Terraced house,"[""Chesterton Road, London E13""]",369,369,51.527714,0.01905,E09000025,Newham
49288304,"[""60176""]","[""Unit 1, 3 Limeharbour, Canary Wharf, London""]","[""E14 9LS""]","Blackstones presents a stunning penthouse in Ability Place, a bright and spacious 1660 sq ft apartment, two bedroom, two bathroom penthouse apartment set on the 18th floor with spectacular view of the dock.","DescriptionThe property offers a fantastic wrap around balcony with south/west and North facing views, a fully integrated kitchen and luxury bathroom suites. Other benefits include an allocated parking bay, concierge service, leisure suite and easy access to South Quay DLR and Canary Wharf tube stations.Further InformationTwo bedroomstwo bathroomsfantastic furnishingslarge balconyparkingconcierge serviceLeisure suite",29089522,Flat,"[""Ability Place, Millharbour, Canary Wharf E14""]",1100,1100,51.49833,-0.018153,E09000030,Tower Hamlets
45425405,"[""62961""]","[""Unit 20 & 21, Angel Gate, London""]","[""EC1V 2PT""]",House share in Wallington lodge,"We have a number of rooms available in a beautiful lodge located in a quiet area in Wallington.Here you will be surrounded by greenery and tree lined streets with the added bonus of excellent transport links to Central London close by.Waddon station only a 4 minute drive awayZone 5 for travelShared kitchen and bathroom facilitiesOnly water rates and council tax to payTo book a viewing, please call our friendly team on or message us with your number and we will call you as soon as possible.To secure your room at the viewing you would only need to place £100 holding fee which goes towards your deposit.Guardian requirements:• Proof of income• Proof of id• Proof of address• £130 Registration feeExclusions:• Must be over 21• No pets• No children• Must be in full time employmentTo find out more about the Ad Hoc guardian scheme please visit our website.",30250537,Detached house,"[""Plough Lane, London SM6""]",104,450,51.36559,-0.131919,E09000029,Sutton
50887684,"[""60976""]","[""295 Mare Street""]","[""E8 1EJ""]","Stunning four double bedroom period house with Garden.  This fantastic condition property features high ceilings and is naturally light. Benefits from four large almost equal size double bedrooms, good size modern kitchen leading (truncated)","Stunning four double bedroom period house with Garden.This fantastic condition property features high ceilings and is naturally light. Benefits from four large almost equal size double bedrooms, good size modern kitchen leading out into a private garden and spacious bright lounge. Great location nearby to shops and amenities, Homerton Station and also Hackney Marshes and Victoria Park are close by.Our Ref: HKL170514",7699163,Detached house,"[""Trehurst Street, London E5""]",720,720,51.55074,-0.036185,E09000012,Hackney
39203296,"[""1580""]","[""15 Brewhouse Lane, Putney""]","[""SW15 2JX""]","Chartwell Residential is pleased to present to the market a larger than average, 2 bedroom apartment with balcony, set in this exclusive riverside development on the banks of the River Thames by Richmond Bridge. This property benefits from the use of concierge, gym and parking and is surrounded by well maintained communal gardens. Richmond Town Centre is a short walk away with an excellent selection of shops, restaurants and transport links. This property is also convenient for Richmond Park and for access into and out of Central London. Please call Chartwell Residential on to book your appointment.","Chartwell Residential is pleased to present to the market a larger than average, 2 bedroom apartment with balcony, set in this exclusive riverside development on the banks of the River Thames by Richmond Bridge. This property benefits from the use of concierge, gym and parking and is surrounded by well maintained communal gardens. Richmond Town Centre is a short walk away with an excellent selection of shops, restaurants and transport links. This property is also convenient for Richmond Park and for access into and out of Central London.Please call Chartwell Residential on to book your appointment.",24669873,Flat,"[""Darling House, 25 Clevedon Road, Middx TW1""]",658,658,51.453983,-0.30522,E09000027,Richmond upon Thames
50074092,"[""68707""]","[""256 Globe Road, London""]","[""E2 0JD""]","Offering a bright and spacious modern four bedroom house located on Baxter Road, Prince Regent in E16","Offering a bright and spacious modern four bedroom house located on Baxter Road, Prince Regent. This modern house boasts four large bright double bedrooms, with two well proportioned and airy reception rooms, one a relaxing living space, and the other a good size dining room. The kitchen has integrated appliances, and plenty of storage. There are two bathrooms in the property. This lovely family home comes fully furnished and there is also residents street parking available.Located just a short 3 minute walk away from Prince Regent DLR Station, which gives easy access into Bank, Tower Gateway and Stratford.",7903507,Terraced house,"[""Baxter Road, Prince Regent E16""]",550,550,51.512234,0.037014,E09000025,Newham
46928560,"[""40409""]","[""70 Woodgrange Road, Forest Gate, London""]","[""E7 0EN""]",A one bedroom first floor apartment located in the heart of Dagenham and close to all the local shops and transport links. Minutes away from Dagenham Heathway station. Property has been fully refurbished recently and comes unfurnished. Available now.,An immaculately presented one bedroom first floor apartment which has been recently fully refurbished. The flat is located in the heart of Dagenham town centre and is located close to all the local shops and within a few minutes walk to Dagenham Heathway station. Fully fitted kitchen and modern white family bathroom. Laminated wooden flooring. Property comes unfurnished and is available now.,31984027,Flat,"[""Station Parade, Heathway, Dagenham RM9""]",212,212,51.54121,0.147723,E09000002,Barking and Dagenham
50233936,"[""8144""]","[""65 Upper Street, Islington""]","[""N1 0NY""]","A two bedroom second floor double fronted Victorian conversion located within easy reach of Canonbury and Highbury &amp; Islington stations plus good bus links into the City. The accommodation offers two double bedrooms, lounge, kitchen dining room and bathroom. (contd...)","A two bedroom second floor double fronted Victorian conversion located within easy reach of Canonbury and Highbury & Islington stations plus good bus links into the City. The accommodation offers two double bedrooms, lounge, kitchen dining room and bathroom. Petherton Road is located within walking distance of the open green spaces of Highbury Fields and the prestigious Highbury Barn. It is also just moments from the fantastic restaurants, pubs and shops of the vibrant Stoke Newington Church Street. The property is located just moments from Canonbury Overground, taking you straight into the City, west, east and south London. Highbury and Islington tube (Victoria Line) is walking distance from the property as are numerous bus routes taking you to the City, London Bridge and Angel.",27328001,Flat,"[""Petherton Road, Canonbury N5""]",462,462,51.550926,-0.090123,E09000019,Islington
39831830,"[""7813""]","[""Suite 3, 12 Portman Close, London""]","[""W1H 6BR""]",Entrance Hallway: Double Reception Room: Kitchen &amp; Dining Room: 4 Bedrooms: 2 Ensuite Bathrooms: Guest Cloakroom: Decked Patio: Rear Private Garden: Communal Gardens: Balcony/Terrace: Off Street Parking Place ,"Presenting a beautiful, bright and substantial Victorian family house in Notting Hill; newly refurbished to an exacting standard, this terraced property is ready to move into and boasts brand new high-end features throughout.Immaculately arranged over four floors this classic property has fantastic south-facing outside space and generous living areas.Located in the desirable and formidable Notting Hill this property is supremely situated on one of the area’s best streets.Entrance Hallway: Double Reception Room: Kitchen & Dining Room: 4 Bedrooms: 2 Ensuite Bathrooms: Guest Cloakroom: Decked Patio: Rear Private Garden: Communal Gardens: Balcony/Terrace: Off Street Parking Place",25139482,Terraced house,"[""Blenheim Crescent, Notting Hill W11""]",3250,3250,51.513798,-0.210548,E09000020,Kensington and Chelsea
49574633,"[""16988""]","[""54 Pembroke Road, Kensington""]","[""W8 6NX""]","<p class=""top"">A selection of stunning apartments located in the sought after location of SW3. Pelham Court offers residents many features associated with a Chelsea lifestyle, including an on-site porter and private communal gardens for sole use of the tenants.  This beautiful Edwardian style mansion block offers light, spacious and modern living accommodation while maintaining many of the classical period features of the building. The apartments are set over 5 floors and are accessed via a lift. The flats can be rented on flexible terms either furnished or unfurnished.  The property is just moments from the fashionable restaurants and designer retail shops of Knightsbridge, South Kensington, Sloane Square and the iconic Kings Road. The area is a hive of local activity with museums such as the Victoria and Albert Museum and the Natural History Museum both within walking distance of Pelham Court. Transport links are numerous making this a superb central London base.</p>","A selection of stunning apartments located in the sought after location of SW3. Pelham Court offers residents many features associated with a Chelsea lifestyle, including an on-site porter and private communal gardens for sole use of the tenants.This beautiful Edwardian style mansion block offers light, spacious and modern living accommodation while maintaining many of the classical period features of the building. The apartments are set over 5 floors and are accessed via a lift. The flats can be rented on flexible terms either furnished or unfurnished.The property is just moments from the fashionable restaurants and designer retail shops of Knightsbridge, South Kensington, Sloane Square and the iconic Kings Road. The area is a hive of local activity with museums such as the Victoria and Albert Museum and the Natural History Museum both within walking distance of Pelham Court. Transport links are numerous making this a superb central London base.",27196526,Flat,"[""Pelham Court, Fulham Road, Chelsea, London SW3""]",600,600,51.49218,-0.170815,E09000020,Kensington and Chelsea
47823580,"[""69377""]","[""64 New Kings road, Fulham""]","[""SW6 4LT""]","A very unique one bedroom dwelling, set over two levels with a modern finish and a good location.","On entering this property at ground floor level, through its own front door, to the left of the hallway sits the spacious and light double bedroom with wood flooring, with a vaulted ceiling and offering plenty of built in wardrobe storage, straight ahead is a stylish and immaculately finished shower room and to the right are stairs leading to the lower ground floor. On the lower level there is a carefully thought out open plan kitchen and living area, with stone tiles, where every corner has been carefully utilised. The accommodation would perfectly suit a single professional or a couple.Located very close to the river at the bottom of Wandsworth Bridge Road, excellent transport links can be accessed from either Imperial Wharf (one stop form Clapham Junction, and one stop from West Brompton on the District line) or from Wandworth Town. There are also numerous bus routes running along Wandsworth Bridge Road up towards Central London. There is a convenient array of amenities such as the large Sainsburys supermarket, shops, cafes, restaurants, hair and beauty therapists on Wandsworth Bridge Road and the nearby riverside development of Imperial Wharf.",23169086,Flat,"[""Hamble Street, London SW6""]",325,325,51.46857,-0.187971,E09000013,Hammersmith and Fulham
48411147,"[""19867""]","[""Salomons Estate, Broomhill Road, Southborough, Tunbridge Wells""]","[""TN3 0TG""]","Lovely 1 bedroom garden flat in a great location in Camden Town.  Recently refurbished &amp; repainted. Sash windows, wooden floors, period proportions, modern kitchen and bathroom.  Sole use of large rear garden.","Please quote reference 34863 when enquiring about this propertyLovely raised ground floor 1 bedroom garden flat, in a period house situated on one of Camden's most sought after roads.The flat has been completely refurbished & has been fitted out with a smart modern kitchen and bathroom (walk-in shower and underfloor heating) but retains much of its period character, with large sash windows, wooden floors and period proportions.The living room is at the front of the property, it is a good size & very light and airy with high ceiling & large sash windows. The double bedroom is at rear of the flat. It is very quiet & overlooks gardens. There is also a small reading/library area at the rear of the flat. It has plenty of built in shelving & also gives access to the garden.The garden is a great size, with lawn, beds & several fruit trees (plum & fig). It also has raised beds at the rear for growing vegetables. Tenants have sole access to, & use of, the garden.Pets: Cats are very welcome at the flat, small quiet dogs who would not disturb the neighbours, are also welcome.Gloucester Crescent is a quiet street in a great location giving easy access to Regents Park, Primrose Hill and Camden Town.",17168718,Flat,"[""Gloucester Crescent, London NW1""]",495,495,51.539394,-0.146485,E09000007,Camden
50606074,"[""66319""]","[""2 Devonshire Square, London""]","[""EC2M 4UJ""]","<p class=""top"">This bright and spacious one bedroom apartment is in the heart of Chelsea, walking distance from London's finest restaurants, shops and cafes.  An 8 minutes walk from South Kensington station.  Benefits include a 24 hour concierge service and a grand reception area.  Available now!  Call Choices on to arrange a viewing</p>","This bright and spacious one bedroom apartment is in the heart of Chelsea, walking distance from London's finest restaurants, shops and cafes.An 8 minutes walk from South Kensington station.Benefits include a 24 hour concierge service and a grand reception area.Available now!Call Choices on to arrange a viewing",29844842,Flat,"[""Chelsea Cloisters, Sloane Avenue, London SW3""]",462,500,51.49236,-0.167437,E09000020,Kensington and Chelsea
46698977,"[""73867""]","[""39A Chipstead Valley Road, London""]","[""CR5 2RB""]",Lawson S Stone are proud to offer this superb two bedroom flat located on Oakhill Road. This property features two spacious double bedrooms one of which is an en-suite. Also in the property is a well lit open plan lounge and kitchen area.  This property comes fully furnished with all furnishing in next to new condition. The property also benefits from private off-road parking.  For viewing please contact the lettings team on,Lawson S Stone are proud to offer this superb two bedroom flat located on Oakhill Road. This property features two spacious double bedrooms one of which is an en-suite. Also in the property is a well lit open plan lounge and kitchen area.This property comes fully furnished with all furnishing in next to new condition. The property also benefits from private off-road parking.For viewing please contact the lettings team on,21832655,Flat,"[""Oakhill Road, Sutton SM1""]",288,288,51.370876,-0.194,E09000029,Sutton
47774022,"[""19155""]","[""78 Parkway, London""]","[""NW1 7AN""]","A one bedroom open-plan, split-level loft style warehouse conversion set on the ground floor of the superb Chandlery development, located within easy walking distance of Whitechapel &amp; Brick Lane, plus Aldgate East Station and also Tower Gateway DLR.","A one bedroom open-plan, split-level loft style warehouse conversion set on the ground floor of the superb Chandlery development, located within easy walking distance of Whitechapel & Brick Lane, plus Aldgate East Station and also Tower Gateway DLR.Offering over 1600sqft of floor space, the apartment features a superb open plan layout with double-height ceilings, a modern fitted kitchen and bags of character, including exposed brickwork, hardwood flooring and en-suite bathroom. The development benefits from a work hours concierge and is superbly located for all the local amenities.",28925906,Flat,"[""The Chandlery, Gowers Walk E1""]",590,740,51.51321,-0.067604,E09000030,Tower Hamlets
