listing_id,branch_id,agent_address,agent_postcode,short_description,property_id,property_type,address,price_min,price_max,latitude,longitude,lad20cd,lad20nm,tagged_description
45546805,"[""74087""]","[""329-339 Putney Bridge Road, Putney""]","[""SW15 2PG""]",Three Double Bedrooms. Four Bathrooms. Fully Fitted Kitchen. Private courtyard. Secure gated development. Underground parking. Interior designed. Dedicated building manager. Furnished or unfurnished. 24 hour emergency helpline &amp; service. Garden Access.,27136910,Country house,"[""Park Walk, London SW10""]",1600,1600,51.485897,-0.179809,E09000020,Kensington and Chelsea,"[('Three', 'O'), ('Double', 'O'), ('Bedrooms.', 'O'), ('Four', 'O'), ('Bathrooms.', 'O'), ('Fully', 'O'), ('Fitted', 'O'), ('Kitchen.', 'O'), ('Private', 'O'), ('courtyard.', 'O'), ('Secure', 'O'), ('gated', 'O'), ('development.', 'O'), ('Underground', 'O'), ('parking.', 'O'), ('Interior', 'O'), ('designed.', 'O'), ('Dedicated', 'O'), ('building', 'O'), ('manager.', 'O'), ('Furnished', 'O'), ('or', 'O'), ('unfurnished.', 'O'), ('24', 'O'), ('hour', 'O'), ('emergency', 'O'), ('helpline', 'O'),  ('service.', 'O'), ('Garden', 'O'), ('Access.', 'O')]"
48526989,"[""79170""]","[""The Pavilion, 118, Southwark Street, London""]","[""SE1 0SW""]","<p class=""top""> A recently refurbished one/two bedroom apartment in the heart of Bankside. The apartment benefits from an attractive 30 foot reception room with open plan kitchen, double size bedroom and a separate study room with built in wardrobes. Wood floors throughout, light decor and contemporary furnishings make this a very desirable property. Enjoy delightful views of the Thames, and easy access Waterloo, Southwark and the new South Bank Link to Blackfriars stations.</p>",20875110,Flat,"[""Hopton Street, London SE1""]",495,495,51.508263,-0.102053,E09000028,Southwark,"[('<p', 'O'), ('class=""top"">', 'O'), ('A', 'O'), ('recently', 'O'), ('refurbished', 'O'), ('one/two', 'O'), ('bedroom', 'O'), ('apartment', 'O'), ('in', 'O'), ('the', 'O'), ('heart', 'O'), ('of', 'O'), ('Bankside.', 'O'), ('The', 'O'), ('apartment', 'O'), ('benefits', 'O'), ('from', 'O'), ('an', 'O'), ('attractive', 'O'), ('30', 'O'), ('foot', 'O'), ('reception', 'O'), ('room', 'O'), ('with', 'O'), ('open', 'O'), ('plan', 'O'), ('kitchen,', 'O'), ('double', 'O'), ('size', 'O'), ('bedroom', 'O'), ('and', 'O'), ('a', 'O'), ('separate', 'O'), ('study', 'O'), ('room', 'O'), ('with', 'O'), ('built', 'O'), ('in', 'O'), ('wardrobes.', 'O'), ('Wood', 'O'), ('floors', 'O'), ('throughout,', 'O'), ('light', 'O'), ('decor', 'O'), ('and', 'O'), ('contemporary', 'O'), ('furnishings', 'O'), ('make', 'O'), ('this', 'O'), ('a', 'O'), ('very', 'O'), ('desirable', 'O'), ('property.', 'O'), ('Enjoy', 'O'), ('delightful', 'O'), ('views', 'O'), ('of', 'O'), ('the', 'O'), ('Thames,', 'O'), ('and', 'O'), ('easy', 'O'), ('access', 'O'), ('Waterloo,', 'B-LOC'), ('Southwark', 'B-LOC'), ('and', 'O'), ('the', 'O'), ('new', 'O'), ('South', 'O'), ('Bank', 'O'), ('Link', 'O'), ('to', 'O'), ('Blackfriars', 'B-LOC'), ('stations.</p>', 'O')]"
45260071,"[""54584""]","[""39 Great Windmill Street""]","[""W1D 7LX""]","Spacious, quiet and bright 1 bed flat on a 2nd floor of a well maintained residential block. It has open plan kitchen-living area. The whole flat was recently redecorated with dishwasher, washer/... ** Property Reference: 295139 **",7612775,Flat,"[""Deancross Street, London E1""]",325,345,51.51305,-0.054986,E09000030,Tower Hamlets,"[('Spacious,', 'O'), ('quiet', 'O'), ('and', 'O'), ('bright', 'O'), ('1', 'O'), ('bed', 'O'), ('flat', 'O'), ('on', 'O'), ('a', 'O'), ('2nd', 'O'), ('floor', 'O'), ('of', 'O'), ('a', 'O'), ('well', 'O'), ('maintained', 'O'), ('residential', 'O'), ('block.', 'O'), ('It', 'O'), ('has', 'O'), ('open', 'O'), ('plan', 'O'), ('kitchen-living', 'O'), ('area.', 'O'), ('The', 'O'), ('whole', 'O'), ('flat', 'O'), ('was', 'O'), ('recently', 'O'), ('redecorated', 'O'), ('with', 'O'), ('dishwasher,', 'O'), ('washer/...', 'O'), ('**', 'O'), ('Property', 'O'), ('Reference:', 'O'), ('295139', 'O'), ('**', 'O')]"
50595803,"[""53476""]","[""175 Hoe Street""]","[""E17 3AP""]","  Lifestyle Property are delighted to offer for rent this spacious 3 bedroom first floor flat located in an excellent location on Hoe Street, E17. The property benefits from being a stone throw away from Walthamstow Central and a number of local amenities. Accommodation offers 3 good sized double bedrooms, large bathroom, separate spacious kitchen. ***Available 20th March 2019*** Early Viewing Recommended.  ",7910540,Flat,"[""Hoe Street, London E17""]",352,352,51.584328,-0.01909,E09000031,Waltham Forest,"[('Lifestyle', 'O'), ('Property', 'O'), ('are', 'O'), ('delighted', 'O'), ('to', 'O'), ('offer', 'O'), ('for', 'O'), ('rent', 'O'), ('this', 'O'), ('spacious', 'O'), ('3', 'O'), ('bedroom', 'O'), ('first', 'O'), ('floor', 'O'), ('flat', 'O'), ('located', 'O'), ('in', 'O'), ('an', 'O'), ('excellent', 'O'), ('location', 'O'), ('on', 'O'), ('Hoe', 'B-LOC'), ('Street,', 'O'), ('E17.', 'O'), ('The', 'O'), ('property', 'O'), ('benefits', 'O'), ('from', 'O'), ('being', 'O'), ('a', 'O'), ('stone', 'O'), ('throw', 'O'), ('away', 'O'), ('from', 'O'), ('Walthamstow', 'B-LOC'), ('Central', 'O'), ('and', 'O'), ('a', 'O'), ('number', 'O'), ('of', 'O'), ('local', 'O'), ('amenities.', 'O'), ('Accommodation', 'O'), ('offers', 'O'), ('3', 'O'), ('good', 'O'), ('sized', 'O'), ('double', 'O'), ('bedrooms,', 'O'), ('large', 'O'), ('bathroom,', 'O'), ('separate', 'O'), ('spacious', 'O'), ('kitchen.', 'O'), ('***Available', 'O'), ('20th', 'O'), ('March', 'O'), ('2019***', 'O'), ('Early', 'O'), ('Viewing', 'O'), ('Recommended.', 'O')]"
49405304,"[""66373""]","[""193 New Kings Road, Fulham, London""]","[""SW6 4SS""]",An exceptional terraced house which has been recently refurbished using high quality materials throughout with a large west facing garden.,23165713,Terraced house,"[""Bagleys Lane, London SW6""]",1400,1400,51.475536,-0.190791,E09000013,Hammersmith and Fulham,"[('An', 'O'), ('exceptional', 'O'), ('terraced', 'O'), ('house', 'O'), ('which', 'O'), ('has', 'O'), ('been', 'O'), ('recently', 'O'), ('refurbished', 'O'), ('using', 'O'), ('high', 'O'), ('quality', 'O'), ('materials', 'O'), ('throughout', 'O'), ('with', 'O'), ('a', 'O'), ('large', 'O'), ('west', 'O'), ('facing', 'O'), ('garden.', 'O')]"
48813421,"[""14224""]","[""107 Shepherds Bush Road, London""]","[""W6 7LP""]","Fully refurbished three double bedroom apartment with two bathrooms in an exclusive address with porter, lift access and communal gardens.",25180520,Flat,"[""North End House, Fitzjames Avenue, London W14""]",750,750,51.493412,-0.209373,E09000013,Hammersmith and Fulham,"[('Fully', 'O'), ('refurbished', 'O'), ('three', 'O'), ('double', 'O'), ('bedroom', 'O'), ('apartment', 'O'), ('with', 'O'), ('two', 'O'), ('bathrooms', 'O'), ('in', 'O'), ('an', 'O'), ('exclusive', 'O'), ('address', 'O'), ('with', 'O'), ('porter,', 'O'), ('lift', 'O'), ('access', 'O'), ('and', 'O'), ('communal', 'O'), ('gardens.', 'O')]"
48068359,"[""65699""]","[""Jeremy Jacob Letting Specialists, 96 Kensington High Street, London""]","[""W8 4SG""]","A beautifully presented one double bedroom raised ground floor apartment in-line with today's highest modern and contemporary standards on St Stephens Gardens, Notting Hill. This one double bedroom period conversion apartment benefits from: High ceilings, large bay windows, flat screen television, wooden floors, new carpets, king sized bed, wall-to-wall built in wardrobes, bath-tub with stand-up shower, dishwasher, washer &amp; dryer, wine chiller, coffee machine, and finally being moments from Notting Hill Gate underground station.",25013956,Flat,"[""St Stephens Gardens, Notting Hill W2""]",525,525,51.518593,-0.195456,E09000033,Westminster,"[('A', 'O'), ('beautifully', 'O'), ('presented', 'O'), ('one', 'O'), ('double', 'O'), ('bedroom', 'O'), ('raised', 'O'), ('ground', 'O'), ('floor', 'O'), ('apartment', 'O'), ('in-line', 'O'), ('with', 'O'), (""today's"", 'O'), ('highest', 'O'), ('modern', 'O'), ('and', 'O'), ('contemporary', 'O'), ('standards', 'O'), ('on', 'O'), ('St', 'O'), ('Stephens', 'O'), ('Gardens,', 'O'), ('Notting', 'B-LOC'), ('Hill.', 'I-LOC'), ('This', 'O'), ('one', 'O'), ('double', 'O'), ('bedroom', 'O'), ('period', 'O'), ('conversion', 'O'), ('apartment', 'O'), ('benefits', 'O'), ('from:', 'O'), ('High', 'O'), ('ceilings,', 'O'), ('large', 'O'), ('bay', 'O'), ('windows,', 'O'), ('flat', 'O'), ('screen', 'O'), ('television,', 'O'), ('wooden', 'O'), ('floors,', 'O'), ('new', 'O'), ('carpets,', 'O'), ('king', 'O'), ('sized', 'O'), ('bed,', 'O'), ('wall-to-wall', 'O'), ('built', 'O'), ('in', 'O'), ('wardrobes,', 'O'), ('bath-tub', 'O'), ('with', 'O'), ('stand-up', 'O'), ('shower,', 'O'), ('dishwasher,', 'O'), ('washer', 'O'),  ('dryer,', 'O'), ('wine', 'O'), ('chiller,', 'O'), ('coffee', 'O'), ('machine,', 'O'), ('and', 'O'), ('finally', 'O'), ('being', 'O'), ('moments', 'O'), ('from', 'O'), ('Notting', 'B-LOC'), ('Hill', 'I-LOC'), ('Gate', 'O'), ('underground', 'O'), ('station.', 'O')]"
48359603,"[""71850""]","[""6-8 Long Lane, London""]","[""EC1A 9HF""]",Brilliant 2 bedroom apartment in Portobello Road. <ul><li>24/7 managed property</li><li>No deposit required</li><li>Viewings available today</li></ul> Call us to book a viewing today - we're open 24/7: Enquire with reference: 4766<...,32490513,Flat,"[""Ladbroke Grove, North Kensington, London W10""]",427,427,51.520367,-0.212063,E09000020,Kensington and Chelsea,"[('Brilliant', 'O'), ('2', 'O'), ('bedroom', 'O'), ('apartment', 'O'), ('in', 'O'), ('Portobello', 'O'), ('Road.', 'O'), ('<ul><li>24/7', 'O'), ('managed', 'O'), ('property</li><li>No', 'O'), ('deposit', 'O'), ('required</li><li>Viewings', 'O'), ('available', 'O'), ('today</li></ul>', 'O'), ('Call', 'O'), ('us', 'O'), ('to', 'O'), ('book', 'O'), ('a', 'O'), ('viewing', 'O'), ('today', 'O'), ('-', 'O'), (""we're"", 'O'), ('open', 'O'), ('24/7:', 'O'), ('Enquire', 'O'), ('with', 'O'), ('reference:', 'O'), ('4766<...', 'O')]"
47857279,"[""15806""]","[""184 Brick Lane, London""]","[""E1 6SA""]","An attractive, spacious terraced house located close to Bethnal Green Tube and overground Stations. (contd...)",7637048,Terraced house,"[""Corfield Street, Bethnal Green E2""]",495,495,51.525043,-0.058251,E09000030,Tower Hamlets,"[('An', 'O'), ('attractive,', 'O'), ('spacious', 'O'), ('terraced', 'O'), ('house', 'O'), ('located', 'O'), ('close', 'O'), ('to', 'O'), ('Bethnal', 'B-LOC'), ('Green', 'I-LOC'), ('Tube', 'O'), ('and', 'O'), ('overground', 'O'), ('Stations.', 'O'), ('(contd...)', 'O')]"
46619619,"[""44923""]","[""44 Crown Road, St Margarets, Twickenham""]","[""TW1 3EH""]","A well presented first floor apartment within a popular gated development within easy reach of St Margarets br station and amenities. With laminate flooring to the principal rooms the accommodation comprises double bedroom with built-in wardrobe, bathroom, reception room and kitchen. The development also provides allocated parking space and communal gardens.",24667220,Flat,"[""Riverside Court, Heathcote Road, St Margarets TW1""]",271,271,51.458717,-0.315913,E09000027,Richmond upon Thames,"[('A', 'O'), ('well', 'O'), ('presented', 'O'), ('first', 'O'), ('floor', 'O'), ('apartment', 'O'), ('within', 'O'), ('a', 'O'), ('popular', 'O'), ('gated', 'O'), ('development', 'O'), ('within', 'O'), ('easy', 'O'), ('reach', 'O'), ('of', 'O'), ('St', 'B-LOC'), ('Margarets', 'I-LOC'), ('br', 'O'), ('station', 'O'), ('and', 'O'), ('amenities.', 'O'), ('With', 'O'), ('laminate', 'O'), ('flooring', 'O'), ('to', 'O'), ('the', 'O'), ('principal', 'O'), ('rooms', 'O'), ('the', 'O'), ('accommodation', 'O'), ('comprises', 'O'), ('double', 'O'), ('bedroom', 'O'), ('with', 'O'), ('built-in', 'O'), ('wardrobe,', 'O'), ('bathroom,', 'O'), ('reception', 'O'), ('room', 'O'), ('and', 'O'), ('kitchen.', 'O'), ('The', 'O'), ('development', 'O'), ('also', 'O'), ('provides', 'O'), ('allocated', 'O'), ('parking', 'O'), ('space', 'O'), ('and', 'O'), ('communal', 'O'), ('gardens.', 'O')]"
49314216,"[""84240""]","[""128 Kingsland High Street, London""]","[""E8 2NS""]","This spacious 4-bed property is up for rent in Wilsden, ready for tenants at the beginning of November, Close to local transport, with schools and a college a short distance away and local amenities at a short walk.",17315605,Terraced house,"[""Litchfield Gardens, London NW10""]",646,646,51.546677,-0.237425,E09000005,Brent,"[('This', 'O'), ('spacious', 'O'), ('4-bed', 'O'), ('property', 'O'), ('is', 'O'), ('up', 'O'), ('for', 'O'), ('rent', 'O'), ('in', 'O'), ('Wilsden,', 'B-LOC'), ('ready', 'O'), ('for', 'O'), ('tenants', 'O'), ('at', 'O'), ('the', 'O'), ('beginning', 'O'), ('of', 'O'), ('November,', 'O'), ('Close', 'O'), ('to', 'O'), ('local', 'O'), ('transport,', 'O'), ('with', 'O'), ('schools', 'O'), ('and', 'O'), ('a', 'O'), ('college', 'O'), ('a', 'O'), ('short', 'O'), ('distance', 'O'), ('away', 'O'), ('and', 'O'), ('local', 'O'), ('amenities', 'O'), ('at', 'O'), ('a', 'O'), ('short', 'O'), ('walk.', 'O')]"
50799132,"[""21134""]","[""7-8 Fairgreen Parade, London Road, Mitcham""]","[""CR4 3NA""]","<p class=""top"">***two bedroom flat in cricket green conservation area*** This top floor flat is situated on the Mitcham area and close proximity to the open green spaces of Cricket Green. Consisting of two bedrooms, three piece bathroom and a large-size reception area. With modern decor and further benefits of gas central heating and double glazing, this property will suit sharers and professionals alike. Available 1st May 2019 on a Furnished basis. EPC Rating C.  Important note: When you apply for a tenancy there will be an administration fee to pay - ask our branch staff or visit our website  for further details of this fee and other fees which may become payable during the lifetime of your tenancy.</p>",32664879,Flat,"[""Mill Green, London Road, Mitcham Junction, Mitcham CR4""]",254,265,51.40134,-0.16872,E09000024,Merton,"[('<p', 'O'), ('class=""top"">***two', 'O'), ('bedroom', 'O'), ('flat', 'O'), ('in', 'O'), ('cricket', 'O'), ('green', 'O'), ('conservation', 'O'), ('area***', 'O'), ('This', 'O'), ('top', 'O'), ('floor', 'O'), ('flat', 'O'), ('is', 'O'), ('situated', 'O'), ('on', 'O'), ('the', 'O'), ('Mitcham', 'B-LOC'), ('area', 'O'), ('and', 'O'), ('close', 'O'), ('proximity', 'O'), ('to', 'O'), ('the', 'O'), ('open', 'O'), ('green', 'O'), ('spaces', 'O'), ('of', 'O'), ('Cricket', 'O'), ('Green.', 'O'), ('Consisting', 'O'), ('of', 'O'), ('two', 'O'), ('bedrooms,', 'O'), ('three', 'O'), ('piece', 'O'), ('bathroom', 'O'), ('and', 'O'), ('a', 'O'), ('large-size', 'O'), ('reception', 'O'), ('area.', 'O'), ('With', 'O'), ('modern', 'O'), ('decor', 'O'), ('and', 'O'), ('further', 'O'), ('benefits', 'O'), ('of', 'O'), ('gas', 'O'), ('central', 'O'), ('heating', 'O'), ('and', 'O'), ('double', 'O'), ('glazing,', 'O'), ('this', 'O'), ('property', 'O'), ('will', 'O'), ('suit', 'O'), ('sharers', 'O'), ('and', 'O'), ('professionals', 'O'), ('alike.', 'O'), ('Available', 'O'), ('1st', 'O'), ('May', 'O'), ('2019', 'O'), ('on', 'O'), ('a', 'O'), ('Furnished', 'O'), ('basis.', 'O'), ('EPC', 'O'), ('Rating', 'O'), ('C.', 'O'), ('Important', 'O'), ('note:', 'O'), ('When', 'O'), ('you', 'O'), ('apply', 'O'), ('for', 'O'), ('a', 'O'), ('tenancy', 'O'), ('there', 'O'), ('will', 'O'), ('be', 'O'), ('an', 'O'), ('administration', 'O'), ('fee', 'O'), ('to', 'O'), ('pay', 'O'), ('-', 'O'), ('ask', 'O'), ('our', 'O'), ('branch', 'O'), ('staff', 'O'), ('or', 'O'), ('visit', 'O'), ('our', 'O'), ('website', 'O'), ('for', 'O'), ('further', 'O'), ('details', 'O'), ('of', 'O'), ('this', 'O'), ('fee', 'O'), ('and', 'O'), ('other', 'O'), ('fees', 'O'), ('which', 'O'), ('may', 'O'), ('become', 'O'), ('payable', 'O'), ('during', 'O'), ('the', 'O'), ('lifetime', 'O'), ('of', 'O'), ('your', 'O'), ('tenancy.</p>', 'O')]"
46841116,"[""42596""]","[""643 Watford Way, Mill Hill, London""]","[""NW7 3JR""]",Recently refurbished one bedroom flat in Finchley N12. Offering bright and spacious living accommodation with attractive communal gardens. Ideally located within short walking distance to North Finchley High street,15192362,Flat,"[""Torrington Park, Finchley N12""]",240,240,51.61661,-0.174006,E09000003,Barnet,"[('Recently', 'O'), ('refurbished', 'O'), ('one', 'O'), ('bedroom', 'O'), ('flat', 'O'), ('in', 'O'), ('Finchley', 'B-LOC'), ('N12.', 'O'), ('Offering', 'O'), ('bright', 'O'), ('and', 'O'), ('spacious', 'O'), ('living', 'O'), ('accommodation', 'O'), ('with', 'O'), ('attractive', 'O'), ('communal', 'O'), ('gardens.', 'O'), ('Ideally', 'O'), ('located', 'O'), ('within', 'O'), ('short', 'O'), ('walking', 'O'), ('distance', 'O'), ('to', 'O'), ('North', 'B-LOC'), ('Finchley', 'I-LOC'), ('High', 'O'), ('street', 'O')]"
46047239,"[""76212""]","[""26A Adam and Eve Mews, London""]","[""W8 6UJ""]","Elegant and stylish raised ground floor apartment, set within an attractive Victorian conversion moments from Hyde Park. With high ceilings and lots of natural light, the apartment benefits from 2 double bedrooms, 2 bathrooms and wooden flooring throughou",23195025,Flat,"[""Queens Gate, London SW7""]",595,675,51.498974,-0.180426,E09000020,Kensington and Chelsea,"[('Elegant', 'O'), ('and', 'O'), ('stylish', 'O'), ('raised', 'O'), ('ground', 'O'), ('floor', 'O'), ('apartment,', 'O'), ('set', 'O'), ('within', 'O'), ('an', 'O'), ('attractive', 'O'), ('Victorian', 'O'), ('conversion', 'O'), ('moments', 'O'), ('from', 'O'), ('Hyde', 'O'), ('Park.', 'O'), ('With', 'O'), ('high', 'O'), ('ceilings', 'O'), ('and', 'O'), ('lots', 'O'), ('of', 'O'), ('natural', 'O'), ('light,', 'O'), ('the', 'O'), ('apartment', 'O'), ('benefits', 'O'), ('from', 'O'), ('2', 'O'), ('double', 'O'), ('bedrooms,', 'O'), ('2', 'O'), ('bathrooms', 'O'), ('and', 'O'), ('wooden', 'O'), ('flooring', 'O'), ('throughou', 'O')]"
44116413,"[""53831""]","[""407 Hoe Street""]","[""E17 9AP""]","Woodland Estates are pleased to present this amazing studio flat available on Thornwood Close. The property is in good condition and benefits of spacious living/bedroom areas, modern kitchen and well kept bathroom. The property is close to local amenities",7950712,Flat,"[""Thornwood Close, London E18""]",196,196,51.59366,0.033668,E09000026,Redbridge,"[('Woodland', 'O'), ('Estates', 'O'), ('are', 'O'), ('pleased', 'O'), ('to', 'O'), ('present', 'O'), ('this', 'O'), ('amazing', 'O'), ('studio', 'O'), ('flat', 'O'), ('available', 'O'), ('on', 'O'), ('Thornwood', 'B-LOC'), ('Close.', 'I-LOC'), ('The', 'O'), ('property', 'O'), ('is', 'O'), ('in', 'O'), ('good', 'O'), ('condition', 'O'), ('and', 'O'), ('benefits', 'O'), ('of', 'O'), ('spacious', 'O'), ('living/bedroom', 'O'), ('areas,', 'O'), ('modern', 'O'), ('kitchen', 'O'), ('and', 'O'), ('well', 'O'), ('kept', 'O'), ('bathroom.', 'O'), ('The', 'O'), ('property', 'O'), ('is', 'O'), ('close', 'O'), ('to', 'O'), ('local', 'O'), ('amenities', 'O')]"
49765806,"[""14966""]","[""186 Westcombe Hill, London""]","[""SE3 7DH""]","  **zero deposit guarantee available**  *charlton 1 bedroom apartment* - A moments walk from the station this apartment is ideal for anyone looking for a flat within easy distance to the local amenities and transport links. The flat is located in a quiet cul-de-sac. Comprising of a good sized double bedroom, living room and separate kitchen and a good sized bathroom. Please contact the office for viewings.  ",20954906,Flat,"[""Bernard Ashley Drive, London SE7""]",231,242,51.484173,0.024673,E09000011,Greenwich,"[('**zero', 'O'), ('deposit', 'O'), ('guarantee', 'O'), ('available**', 'O'), ('*charlton', 'O'), ('1', 'O'), ('bedroom', 'O'), ('apartment*', 'O'), ('-', 'O'), ('A', 'O'), ('moments', 'O'), ('walk', 'O'), ('from', 'O'), ('the', 'O'), ('station', 'O'), ('this', 'O'), ('apartment', 'O'), ('is', 'O'), ('ideal', 'O'), ('for', 'O'), ('anyone', 'O'), ('looking', 'O'), ('for', 'O'), ('a', 'O'), ('flat', 'O'), ('within', 'O'), ('easy', 'O'), ('distance', 'O'), ('to', 'O'), ('the', 'O'), ('local', 'O'), ('amenities', 'O'), ('and', 'O'), ('transport', 'O'), ('links.', 'O'), ('The', 'O'), ('flat', 'O'), ('is', 'O'), ('located', 'O'), ('in', 'O'), ('a', 'O'), ('quiet', 'O'), ('cul-de-sac.', 'O'), ('Comprising', 'O'), ('of', 'O'), ('a', 'O'), ('good', 'O'), ('sized', 'O'), ('double', 'O'), ('bedroom,', 'O'), ('living', 'O'), ('room', 'O'), ('and', 'O'), ('separate', 'O'), ('kitchen', 'O'), ('and', 'O'), ('a', 'O'), ('good', 'O'), ('sized', 'O'), ('bathroom.', 'O'), ('Please', 'O'), ('contact', 'O'), ('the', 'O'), ('office', 'O'), ('for', 'O'), ('viewings.', 'O')]"
34847875,"[""53607""]","[""Lower Ground Floor, 52-53 Margaret Street, London""]","[""W1W 8SQ""]","Luxury 1 bedroom apartment with water views in the popular Book house, part of The Lexicon development. The development benefits from 24 hour concierge, gym, pool and spa facilities",31020833,Flat,"[""Book House, City Road, Angel EC1V""]",450,480,51.53025,-0.097116,E09000019,Islington,"[('Luxury', 'O'), ('1', 'O'), ('bedroom', 'O'), ('apartment', 'O'), ('with', 'O'), ('water', 'O'), ('views', 'O'), ('in', 'O'), ('the', 'O'), ('popular', 'O'), ('Book', 'O'), ('house,', 'O'), ('part', 'O'), ('of', 'O'), ('The', 'O'), ('Lexicon', 'O'), ('development.', 'O'), ('The', 'O'), ('development', 'O'), ('benefits', 'O'), ('from', 'O'), ('24', 'O'), ('hour', 'O'), ('concierge,', 'O'), ('gym,', 'O'), ('pool', 'O'), ('and', 'O'), ('spa', 'O'), ('facilities', 'O')]"
50121195,"[""16921""]","[""9 Heath Street, London""]","[""NW3 6TP""]","A newly refurbished two double bedroom apartment to let. Ideally situated within close proximity of Belsize Park underground station and local amenities. Offering over 800 square feet of living space and with features including neutral dcor, high ceilings and a mix of neutral carpets and hard wood floors throughout. Offered unfurnished and available now.",30243642,Flat,"[""Haverstock Hill, London NW3""]",650,650,51.546707,-0.158677,E09000007,Camden,"[('A', 'O'), ('newly', 'O'), ('refurbished', 'O'), ('two', 'O'), ('double', 'O'), ('bedroom', 'O'), ('apartment', 'O'), ('to', 'O'), ('let.', 'O'), ('Ideally', 'O'), ('situated', 'O'), ('within', 'O'), ('close', 'O'), ('proximity', 'O'), ('of', 'O'), ('Belsize', 'B-LOC'), ('Park', 'I-LOC'), ('underground', 'O'), ('station', 'O'), ('and', 'O'), ('local', 'O'), ('amenities.', 'O'), ('Offering', 'O'), ('over', 'O'), ('800', 'O'), ('square', 'O'), ('feet', 'O'), ('of', 'O'), ('living', 'O'), ('space', 'O'), ('and', 'O'), ('with', 'O'), ('features', 'O'), ('including', 'O'), ('neutral', 'O'), ('d cor,', 'O'), ('high', 'O'), ('ceilings', 'O'), ('and', 'O'), ('a', 'O'), ('mix', 'O'), ('of', 'O'), ('neutral', 'O'), ('carpets', 'O'), ('and', 'O'), ('hard', 'O'), ('wood', 'O'), ('floors', 'O'), ('throughout.', 'O'), ('Offered', 'O'), ('unfurnished', 'O'), ('and', 'O'), ('available', 'O'), ('now.', 'O')]"
45510765,"[""42058""]","[""16B Hogarth Place, London""]","[""SW5 0QT""]","A great top floor two bedroom flat newly refurbished to a modern standard in Earls Court, this property is very bright airy.",23161787,Flat,"[""West Cromwell Road, London SW5""]",420,450,51.494133,-0.197719,E09000020,Kensington and Chelsea,"[('A', 'O'), ('great', 'O'), ('top', 'O'), ('floor', 'O'), ('two', 'O'), ('bedroom', 'O'), ('flat', 'O'), ('newly', 'O'), ('refurbished', 'O'), ('to', 'O'), ('a', 'O'), ('modern', 'O'), ('standard', 'O'), ('in', 'O'), ('Earls', 'B-LOC'), ('Court,', 'I-LOC'), ('this', 'O'), ('property', 'O'), ('is', 'O'), ('very', 'O'), ('bright', 'O'), ('airy.', 'O')]"
48934539,"[""55738""]","[""16A baker street, London""]","[""W1U 3BL""]",Newly refurbished split-level studio apartment available short or long term. 2 min walk from Notting Hill Underground Station.,25009188,Studio,"[""43 Clanricarde Gardens, London, United Kingdom, London W2""]",500,500,51.511208,-0.193342,E09000020,Kensington and Chelsea,"[('Newly', 'O'), ('refurbished', 'O'), ('split-level', 'O'), ('studio', 'O'), ('apartment', 'O'), ('available', 'O'), ('short', 'O'), ('or', 'O'), ('long', 'O'), ('term.', 'O'), ('2', 'O'), ('min', 'O'), ('walk', 'O'), ('from', 'O'), ('Notting', 'B-LOC'), ('Hill', 'I-LOC'), ('Underground', 'O'), ('Station.', 'O')]"
48212659,"[""54584""]","[""39 Great Windmill Street""]","[""W1D 7LX""]","Within moments of stepping into the property you'll be delighted at the room available. The large lounge/diner enables you to really enjoy the use of space available, leaving enough room for a din... ** Property Reference: 409803 **",11832507,Flat,"[""Chessington, London KT9""]",288,288,51.365696,-0.312604,E09000021,Kingston upon Thames,"[('Within', 'O'), ('moments', 'O'), ('of', 'O'), ('stepping', 'O'), ('into', 'O'), ('the', 'O'), ('property', 'O'), (""you'll"", 'O'), ('be', 'O'), ('delighted', 'O'), ('at', 'O'), ('the', 'O'), ('room', 'O'), ('available.', 'O'), ('The', 'O'), ('large', 'O'), ('lounge/diner', 'O'), ('enables', 'O'), ('you', 'O'), ('to', 'O'), ('really', 'O'), ('enjoy', 'O'), ('the', 'O'), ('use', 'O'), ('of', 'O'), ('space', 'O'), ('available,', 'O'), ('leaving', 'O'), ('enough', 'O'), ('room', 'O'), ('for', 'O'), ('a', 'O'), ('din...', 'O'), ('**', 'O'), ('Property', 'O'), ('Reference:', 'O'), ('409803', 'O'), ('**', 'O')]"
43419849,"[""35919""]","[""3-5 Globe Road, London""]","[""E1 4DT""]",Canary Wharf is a major business district located in Tower Hamlets. This is a modern double room well-presented totally furnished.,7843188,Studio,"[""Caraway Heights, Canary Wharf E14""]",235,240,51.508633,-0.01161,E09000030,Tower Hamlets,"[('Canary', 'B-LOC'), ('Wharf', 'I-LOC'), ('is', 'O'), ('a', 'O'), ('major', 'O'), ('business', 'O'), ('district', 'O'), ('located', 'O'), ('in', 'O'), ('Tower', 'B-LOC'), ('Hamlets.', 'I-LOC'), ('This', 'O'), ('is', 'O'), ('a', 'O'), ('modern', 'O'), ('double', 'O'), ('room', 'O'), ('well-presented', 'O'), ('totally', 'O'), ('furnished.', 'O')]"
